duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,attack_category,difficulty_level
80,udp,other,SF,16633,23986,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,34,143,0.01,0.03,0.02,0.04,0.8,0.12,0.04,51,124,0.16,0.07,0.6,0.05,0.0,0.02,0.05,0.0,normal,Normal,5
8,tcp,other,SF,45821,43337,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,86,89,0.05,0.03,0.02,0.03,0.81,0.15,0.04,6,177,0.43,0.18,0.14,0.07,0.02,0.01,0.02,0.03,normal,Normal,1
92,tcp,nntp,SF,25016,36219,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,22,0.01,0.02,0.04,0.05,0.77,0.12,0.21,245,95,0.14,0.13,0.06,0.18,0.02,0.02,0.03,0.05,normal,Normal,8
22,udp,smtp,SF,13087,16651,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,59,159,0.03,0.02,0.03,0.01,0.75,0.08,0.04,226,29,0.13,0.02,0.52,0.23,0.02,0.01,0.01,0.05,normal,Normal,12
78,tcp,dns,SF,17523,20972,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,23,106,0.01,0.0,0.03,0.04,0.84,0.13,0.08,159,238,0.41,0.15,0.82,0.23,0.03,0.02,0.03,0.03,normal,Normal,16
6,udp,other,RSTO,17083,6003,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,7,53,0.01,0.02,0.02,0.05,0.81,0.17,0.18,55,5,0.47,0.06,0.25,0.21,0.02,0.03,0.02,0.02,normal,Normal,16
4,tcp,ftp,SF,2259,34835,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,3,153,0.04,0.01,0.02,0.0,0.98,0.13,0.16,228,61,0.26,0.15,0.68,0.13,0.04,0.01,0.04,0.01,normal,Normal,13
35,udp,telnet,SF,11346,47746,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,27,51,0.03,0.03,0.03,0.04,0.91,0.1,0.05,205,20,0.21,0.05,0.87,0.08,0.0,0.03,0.03,0.02,normal,Normal,14
54,tcp,other,S2,29582,14995,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,97,80,0.03,0.03,0.01,0.02,0.95,0.05,0.01,93,174,0.64,0.16,0.46,0.13,0.02,0.03,0.01,0.02,normal,Normal,12
8,tcp,dns,SF,11586,17899,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,91,152,0.04,0.05,0.03,0.02,0.74,0.08,0.09,153,100,0.98,0.19,0.36,0.2,0.03,0.03,0.03,0.02,normal,Normal,10
15,udp,telnet,S2,483,24,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,44,28,0.36,0.19,0.6,0.42,0.17,0.9,0.16,157,172,0.81,0.02,0.45,0.13,0.36,0.2,0.74,0.72,probe,Probe,8
0,udp,nntp,S0,519,47,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,440,96,0.78,0.81,0.06,0.03,0.97,0.1,0.09,126,32,0.84,0.05,0.18,0.08,0.72,0.72,0.06,0.07,dos,DoS,13
2,tcp,smtp,S0,973,63,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,461,194,0.99,0.96,0.02,0.0,1.0,0.06,0.11,76,233,0.19,0.08,0.24,0.11,0.97,0.94,0.0,0.01,dos,DoS,9
3,udp,nntp,S0,674,30,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,319,10,0.75,0.81,0.1,0.05,0.99,0.03,0.03,41,234,0.79,0.15,0.34,0.13,0.92,0.79,0.08,0.0,dos,DoS,18
67,tcp,ftp_data,SF,46421,2367,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,93,178,0.03,0.04,0.0,0.01,1.0,0.14,0.28,166,26,0.3,0.1,0.62,0.09,0.04,0.0,0.01,0.04,normal,Normal,15
72,tcp,ssh,SF,16064,36169,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,94,191,0.01,0.0,0.0,0.01,0.83,0.01,0.25,109,64,0.88,0.07,0.43,0.08,0.04,0.03,0.01,0.02,normal,Normal,20
0,udp,ftp,S0,323,92,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,317,91,0.81,0.85,0.02,0.06,0.98,0.17,0.08,92,240,0.83,0.12,0.25,0.04,0.89,1.0,0.0,0.06,dos,DoS,15
4207,tcp,ftp,SF,4727,53016,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,25,186,0.05,0.1,0.07,0.05,0.42,0.12,0.03,3,89,0.71,0.09,0.32,0.05,0.04,0.1,0.04,0.02,r2l,R2L,15
62,tcp,smtp,SF,18343,46333,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,53,104,0.01,0.02,0.01,0.02,0.87,0.01,0.28,201,145,0.72,0.16,0.17,0.16,0.01,0.01,0.05,0.02,normal,Normal,6
59,tcp,smtp,SF,15673,11270,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,43,0.03,0.03,0.02,0.03,0.73,0.16,0.19,73,100,0.17,0.12,0.47,0.14,0.04,0.03,0.03,0.01,normal,Normal,20
3,udp,dns,S0,442,31,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,250,112,0.78,0.78,0.08,0.05,0.93,0.18,0.06,125,9,0.79,0.02,0.9,0.11,0.98,0.87,0.08,0.06,dos,DoS,12
37,tcp,other,SF,48206,28180,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,2,54,0.04,0.04,0.02,0.03,0.95,0.0,0.17,129,107,0.32,0.14,0.75,0.29,0.04,0.02,0.04,0.05,normal,Normal,15
37,tcp,other,SF,16013,45540,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,48,70,0.0,0.01,0.04,0.01,0.94,0.04,0.12,184,123,0.56,0.01,0.02,0.28,0.04,0.02,0.02,0.01,normal,Normal,18
3,tcp,ssh,SF,363,82,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,432,79,0.71,0.94,0.06,0.0,0.98,0.0,0.12,84,170,0.83,0.04,0.79,0.26,0.78,0.71,0.09,0.01,dos,DoS,7
87,udp,http,S3,22928,13825,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,99,79,0.01,0.01,0.0,0.05,0.73,0.01,0.03,174,33,0.17,0.02,0.17,0.01,0.02,0.03,0.05,0.03,normal,Normal,8
2,tcp,smtp,SF,343,24,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,419,43,1.0,0.93,0.01,0.0,0.91,0.19,0.18,241,22,0.59,0.08,0.09,0.21,0.81,0.97,0.02,0.01,dos,DoS,11
2692,tcp,ftp_data,SF,9863,5235,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,6,135,0.02,0.03,0.02,0.01,0.52,0.09,0.04,103,193,0.11,0.02,0.09,0.08,0.03,0.02,0.04,0.04,u2r,U2R,10
56,tcp,ftp,SF,48147,37986,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,21,160,0.02,0.05,0.01,0.04,0.85,0.17,0.02,154,237,0.57,0.0,0.89,0.04,0.02,0.0,0.0,0.02,normal,Normal,2
10,tcp,smtp,SF,38255,31842,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,39,153,0.04,0.02,0.05,0.01,0.91,0.09,0.07,130,190,0.4,0.03,0.23,0.28,0.04,0.02,0.03,0.0,normal,Normal,5
56,udp,other,SF,24966,22912,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,67,1,0.04,0.02,0.05,0.01,0.87,0.0,0.07,25,46,0.84,0.15,0.39,0.24,0.01,0.04,0.03,0.02,normal,Normal,15
3,tcp,ftp,SH,31616,13411,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,96,30,0.05,0.01,0.04,0.01,0.97,0.12,0.16,50,143,0.96,0.05,0.63,0.09,0.04,0.04,0.03,0.02,normal,Normal,9
83,udp,ftp_data,SF,49735,46610,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,87,197,0.03,0.02,0.04,0.01,0.96,0.18,0.04,165,7,0.19,0.12,0.94,0.04,0.04,0.01,0.02,0.03,normal,Normal,9
75,tcp,nntp,SF,7734,3247,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,19,60,0.02,0.05,0.05,0.03,0.9,0.06,0.14,82,62,0.12,0.08,0.15,0.02,0.01,0.05,0.02,0.03,normal,Normal,19
4,tcp,telnet,S0,616,65,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,300,124,0.76,0.9,0.09,0.02,1.0,0.17,0.28,241,190,0.48,0.18,0.85,0.25,0.82,0.88,0.05,0.02,dos,DoS,5
4,udp,http,RSTO,875,54,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,441,183,0.85,0.86,0.01,0.1,0.91,0.17,0.27,102,156,0.77,0.17,0.73,0.18,0.9,1.0,0.04,0.05,dos,DoS,19
2,tcp,http,S3,102,82,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,302,26,0.74,0.99,0.03,0.05,0.95,0.15,0.28,85,26,0.86,0.19,0.73,0.07,0.92,0.93,0.03,0.05,dos,DoS,3
48,tcp,nntp,SF,48360,31689,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,25,173,0.02,0.04,0.03,0.03,0.89,0.03,0.05,215,173,0.55,0.08,0.23,0.07,0.02,0.03,0.05,0.04,normal,Normal,19
84,tcp,other,SF,30464,19910,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,69,39,0.0,0.02,0.01,0.01,0.93,0.08,0.26,103,42,0.92,0.11,0.25,0.11,0.02,0.03,0.03,0.02,normal,Normal,14
3,tcp,nntp,RSTR,362,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,382,138,0.7,0.89,0.01,0.06,0.99,0.05,0.11,6,233,0.13,0.15,0.01,0.17,0.76,0.72,0.04,0.02,dos,DoS,17
95,udp,telnet,SF,10658,40021,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,81,31,0.05,0.0,0.04,0.02,0.75,0.1,0.0,225,38,0.19,0.07,0.32,0.11,0.03,0.01,0.03,0.01,normal,Normal,8
13,tcp,nntp,SF,23367,22735,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,92,166,0.03,0.02,0.02,0.03,0.96,0.13,0.17,197,46,0.89,0.14,0.91,0.17,0.01,0.01,0.04,0.01,normal,Normal,13
25,icmp,smtp,SF,44863,19474,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,76,115,0.01,0.01,0.02,0.04,0.86,0.06,0.29,72,131,0.11,0.17,0.5,0.16,0.05,0.04,0.02,0.01,normal,Normal,7
59,tcp,ssh,SF,13876,38673,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,61,3,0.0,0.04,0.0,0.01,0.87,0.04,0.04,228,147,0.23,0.17,0.95,0.19,0.03,0.04,0.03,0.01,normal,Normal,20
14,icmp,other,SF,6009,4785,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,62,16,0.01,0.02,0.01,0.02,0.84,0.1,0.08,57,124,0.69,0.02,0.59,0.06,0.02,0.0,0.03,0.03,normal,Normal,14
11,udp,other,RSTR,38341,39496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,166,0.01,0.03,0.05,0.01,0.92,0.03,0.14,132,175,0.47,0.03,0.79,0.02,0.03,0.03,0.02,0.01,normal,Normal,11
4,tcp,http,SF,710,18,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,212,153,0.83,0.99,0.08,0.03,0.91,0.06,0.18,68,173,0.3,0.06,0.18,0.17,0.9,0.88,0.02,0.08,dos,DoS,12
1423,tcp,nntp,SF,7391,19450,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,94,0.0,0.01,0.01,0.04,0.55,0.15,0.11,176,63,0.72,0.11,0.53,0.06,0.04,0.04,0.03,0.0,u2r,U2R,2
0,tcp,telnet,S0,364,67,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,212,74,0.75,0.92,0.07,0.08,1.0,0.01,0.0,100,209,0.82,0.18,0.61,0.23,0.7,0.81,0.07,0.03,dos,DoS,20
66,udp,smtp,SF,36006,25499,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,92,4,0.05,0.01,0.03,0.04,0.73,0.13,0.21,76,101,0.36,0.03,0.6,0.13,0.04,0.02,0.01,0.03,normal,Normal,10
92,tcp,pop3,SF,13608,24863,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,96,186,0.01,0.01,0.05,0.04,0.88,0.09,0.23,18,34,0.71,0.16,0.23,0.28,0.01,0.05,0.0,0.04,normal,Normal,12
98,tcp,ftp,S0,15612,24741,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,58,130,0.01,0.05,0.04,0.03,0.72,0.06,0.02,1,240,0.22,0.19,0.14,0.06,0.05,0.04,0.02,0.02,normal,Normal,7
10,tcp,pop3,SF,216,145,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,37,26,0.37,0.38,0.79,0.61,0.34,0.56,0.15,65,204,0.38,0.09,0.14,0.06,0.37,0.45,0.75,0.47,probe,Probe,5
1,tcp,http,S0,145,9,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,232,60,0.71,0.99,0.02,0.08,0.95,0.15,0.12,120,208,0.88,0.12,0.25,0.08,0.94,0.99,0.06,0.03,dos,DoS,1
60,udp,http,SF,32136,39787,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,19,165,0.01,0.02,0.04,0.04,0.99,0.19,0.05,3,144,0.29,0.05,0.18,0.09,0.01,0.03,0.0,0.01,normal,Normal,4
3,tcp,ftp,S0,572,57,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,338,71,0.7,0.89,0.04,0.03,0.99,0.13,0.1,156,22,0.85,0.11,0.07,0.16,0.75,0.97,0.05,0.08,dos,DoS,9
19,tcp,ftp,SF,448,190,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,7,53,0.48,0.24,0.31,0.59,0.38,0.71,0.02,135,148,0.85,0.01,0.97,0.25,0.12,0.17,0.56,0.4,probe,Probe,19
62,tcp,other,SF,42850,36927,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,26,33,0.02,0.01,0.05,0.05,0.98,0.07,0.02,164,193,0.12,0.11,0.35,0.02,0.01,0.04,0.05,0.02,normal,Normal,10
27,tcp,ftp,SF,39237,33557,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,92,149,0.0,0.02,0.04,0.01,0.7,0.06,0.18,17,115,0.74,0.15,0.14,0.28,0.01,0.03,0.02,0.04,normal,Normal,5
0,tcp,ssh,S0,300,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,376,28,0.93,0.81,0.06,0.1,0.91,0.06,0.28,61,229,0.44,0.08,0.06,0.19,1.0,0.91,0.04,0.1,dos,DoS,20
2,icmp,http,SF,778,39,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,322,171,0.8,0.87,0.06,0.07,0.95,0.2,0.0,251,154,0.82,0.17,0.26,0.28,0.9,0.91,0.05,0.01,dos,DoS,12
4791,udp,http,SF,4562,51549,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,7,105,0.09,0.02,0.05,0.02,0.44,0.0,0.2,91,165,0.78,0.04,0.33,0.07,0.05,0.07,0.0,0.02,r2l,R2L,12
45,tcp,ftp_data,SF,23200,37369,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,56,169,0.05,0.03,0.05,0.02,0.82,0.03,0.28,23,84,0.63,0.07,0.64,0.15,0.04,0.02,0.05,0.03,normal,Normal,10
46,tcp,other,SF,35430,30906,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,46,58,0.02,0.01,0.04,0.05,0.81,0.18,0.13,80,82,0.91,0.0,0.78,0.27,0.04,0.03,0.03,0.04,normal,Normal,8
3,udp,pop3,S0,901,77,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,485,85,0.78,0.99,0.02,0.09,0.97,0.01,0.06,140,165,0.55,0.1,0.14,0.04,0.74,0.94,0.03,0.07,dos,DoS,6
7,tcp,nntp,SF,42012,3817,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,27,134,0.0,0.0,0.01,0.04,0.93,0.1,0.2,30,139,0.73,0.17,0.65,0.17,0.01,0.0,0.03,0.04,normal,Normal,19
3537,udp,nntp,SF,4483,69635,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,11,111,0.02,0.06,0.08,0.09,0.7,0.11,0.24,212,138,0.17,0.08,0.34,0.2,0.05,0.05,0.1,0.02,r2l,R2L,9
77,tcp,dns,S2,16060,43652,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,14,112,0.02,0.03,0.04,0.0,0.84,0.19,0.29,140,178,0.59,0.08,0.84,0.16,0.0,0.01,0.01,0.03,normal,Normal,6
2,udp,nntp,S0,14,25,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,229,107,0.87,1.0,0.01,0.07,0.99,0.13,0.16,216,223,0.11,0.19,0.91,0.2,0.71,0.91,0.04,0.09,dos,DoS,16
46,tcp,ftp_data,SF,28725,44608,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0.05,0.0,0.03,0.02,0.89,0.01,0.03,152,174,0.72,0.2,0.69,0.25,0.03,0.03,0.01,0.0,normal,Normal,5
92,icmp,other,SF,48030,32764,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,92,8,0.01,0.02,0.02,0.01,0.71,0.08,0.01,147,50,0.24,0.08,0.38,0.06,0.03,0.0,0.03,0.03,normal,Normal,4
91,icmp,other,SF,18085,15740,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,5,68,0.03,0.02,0.01,0.01,0.83,0.07,0.13,146,55,0.53,0.02,0.03,0.26,0.04,0.01,0.05,0.02,normal,Normal,18
3,tcp,ftp_data,RSTO,545,43,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,281,53,1.0,0.86,0.0,0.01,0.92,0.01,0.13,136,196,0.45,0.05,0.13,0.22,0.77,0.91,0.05,0.06,dos,DoS,9
9,tcp,ftp_data,SF,371,264,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,9,75,0.1,0.3,0.33,0.68,0.37,0.7,0.01,96,90,0.59,0.11,0.72,0.25,0.2,0.32,0.71,0.68,probe,Probe,10
2740,icmp,http,SF,4933,2432,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,15,134,0.07,0.03,0.01,0.02,0.76,0.16,0.19,183,15,0.29,0.06,0.46,0.2,0.06,0.06,0.02,0.02,r2l,R2L,6
4,icmp,other,S0,248,5,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,466,117,0.83,0.72,0.02,0.07,0.94,0.02,0.04,71,230,0.15,0.02,0.71,0.25,0.9,0.74,0.04,0.06,dos,DoS,13
97,tcp,ftp_data,SF,7454,3716,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,34,20,0.02,0.02,0.05,0.02,0.87,0.0,0.03,54,221,0.21,0.06,0.03,0.27,0.01,0.03,0.03,0.03,normal,Normal,16
59,tcp,smtp,REJ,25326,44260,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,28,195,0.01,0.02,0.03,0.04,0.83,0.19,0.13,175,194,0.68,0.0,0.82,0.27,0.02,0.02,0.02,0.03,normal,Normal,3
50,icmp,smtp,SF,19607,6732,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,64,67,0.02,0.04,0.03,0.02,0.73,0.1,0.08,72,146,0.73,0.08,0.98,0.08,0.01,0.02,0.03,0.01,normal,Normal,11
85,tcp,pop3,SH,30548,7762,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,92,152,0.0,0.04,0.04,0.04,0.77,0.05,0.16,126,102,0.18,0.06,0.44,0.16,0.02,0.01,0.02,0.02,normal,Normal,15
4272,udp,nntp,SF,3433,89151,0,0,0,7,2,1,2,0,0,0,0,0,0,0,0,0,8,22,0.02,0.06,0.08,0.05,0.46,0.09,0.13,96,63,0.52,0.05,0.62,0.02,0.01,0.01,0.09,0.01,r2l,R2L,8
13,tcp,smtp,S0,378,449,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,49,168,0.28,0.43,0.61,0.53,0.15,0.81,0.02,38,193,0.95,0.09,0.71,0.13,0.11,0.42,0.44,0.6,probe,Probe,13
98,tcp,other,SF,9912,22043,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,14,116,0.01,0.02,0.0,0.01,0.76,0.17,0.16,247,22,0.82,0.17,0.1,0.07,0.02,0.04,0.02,0.0,normal,Normal,3
10,udp,ftp_data,SF,34233,43890,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,60,24,0.01,0.01,0.01,0.04,0.75,0.17,0.13,27,29,0.18,0.0,0.28,0.13,0.02,0.0,0.03,0.04,normal,Normal,3
5572,tcp,nntp,SF,13142,15152,0,0,0,5,0,0,1,1,0,3,0,0,0,0,0,0,1,169,0.05,0.01,0.01,0.02,0.78,0.11,0.16,88,154,0.52,0.15,0.25,0.28,0.04,0.02,0.01,0.04,u2r,U2R,10
1361,tcp,http,SF,3709,72680,0,0,0,9,2,1,2,0,0,0,0,0,0,0,0,0,14,23,0.01,0.04,0.04,0.1,0.57,0.03,0.23,244,65,0.33,0.13,0.09,0.07,0.04,0.06,0.05,0.03,r2l,R2L,9
14,udp,ftp_data,REJ,32909,32294,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,53,71,0.04,0.03,0.01,0.02,0.98,0.18,0.16,53,158,0.65,0.19,0.71,0.08,0.01,0.04,0.02,0.04,normal,Normal,8
19,udp,http,SF,479,110,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,17,45,0.26,0.46,0.64,0.43,0.24,0.73,0.15,121,31,0.2,0.06,0.17,0.21,0.12,0.36,0.63,0.73,probe,Probe,18
93,tcp,ftp,REJ,48402,25202,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,7,30,0.01,0.04,0.02,0.04,0.76,0.16,0.29,139,172,0.12,0.14,0.21,0.03,0.02,0.04,0.02,0.0,normal,Normal,10
53,tcp,ftp,SF,48523,25520,0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0,99,87,0.05,0.04,0.04,0.0,0.95,0.09,0.28,218,44,0.79,0.2,0.26,0.12,0.04,0.04,0.05,0.02,normal,Normal,15
81,udp,pop3,SF,1622,36049,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,5,109,0.02,0.02,0.01,0.0,0.91,0.08,0.05,42,5,0.29,0.11,0.9,0.04,0.03,0.02,0.0,0.0,normal,Normal,14
17,tcp,other,SF,25734,23018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,122,0.03,0.02,0.01,0.01,0.72,0.09,0.2,169,35,0.48,0.2,0.1,0.28,0.02,0.02,0.01,0.02,normal,Normal,4
6,tcp,ftp,SF,171,6,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,30,134,0.4,0.25,0.38,0.74,0.16,0.93,0.16,72,45,0.86,0.08,0.84,0.24,0.27,0.21,0.56,0.39,probe,Probe,4
59,udp,dns,SF,36105,9257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,17,0.04,0.01,0.05,0.01,0.76,0.06,0.17,131,224,0.87,0.1,0.08,0.05,0.02,0.03,0.03,0.03,normal,Normal,8
68,tcp,ftp_data,SF,14418,31281,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,11,170,0.04,0.04,0.04,0.01,0.93,0.12,0.06,5,92,0.54,0.08,0.71,0.02,0.03,0.03,0.0,0.03,normal,Normal,20
60,tcp,ftp_data,SF,24091,17205,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,65,166,0.04,0.03,0.04,0.04,0.76,0.04,0.23,123,254,0.41,0.1,0.31,0.24,0.03,0.05,0.03,0.01,normal,Normal,15
18,udp,ftp_data,SF,278,433,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,110,0.12,0.37,0.8,0.34,0.15,0.77,0.08,165,129,0.28,0.08,0.89,0.04,0.37,0.4,0.63,0.51,probe,Probe,2
58,tcp,ftp,SF,42791,5051,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,20,110,0.01,0.0,0.02,0.03,0.9,0.06,0.3,143,36,0.39,0.04,0.46,0.19,0.04,0.03,0.03,0.0,normal,Normal,16
2707,udp,dns,REJ,3938,11223,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,21,199,0.03,0.09,0.05,0.03,0.56,0.16,0.17,234,231,0.92,0.06,0.21,0.22,0.09,0.05,0.03,0.06,r2l,R2L,15
31,icmp,pop3,SF,44291,27588,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,46,69,0.04,0.02,0.0,0.03,0.78,0.03,0.08,64,30,0.29,0.13,0.05,0.17,0.02,0.0,0.02,0.03,normal,Normal,1
3,tcp,ftp,S0,391,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,377,186,0.87,0.81,0.05,0.08,0.96,0.04,0.18,8,203,0.19,0.04,0.98,0.07,0.81,0.97,0.07,0.07,dos,DoS,11
54,tcp,ftp_data,S1,28138,31411,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,76,82,0.04,0.03,0.05,0.05,0.99,0.09,0.26,250,206,0.27,0.1,0.27,0.15,0.02,0.0,0.03,0.03,normal,Normal,14
67,tcp,nntp,SF,45885,45367,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,44,116,0.03,0.0,0.0,0.03,0.95,0.08,0.14,41,245,0.76,0.12,0.83,0.2,0.02,0.02,0.04,0.01,normal,Normal,6
45,udp,http,SF,1336,42468,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,49,168,0.0,0.01,0.01,0.0,0.82,0.11,0.04,179,66,0.33,0.18,0.57,0.15,0.0,0.01,0.04,0.02,normal,Normal,15
0,tcp,telnet,SF,923,41,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,288,15,0.73,0.95,0.03,0.07,0.94,0.02,0.03,80,117,0.72,0.18,0.98,0.14,0.83,0.84,0.08,0.09,dos,DoS,12
56,tcp,ftp_data,SF,19985,35718,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,171,0.01,0.01,0.03,0.02,0.97,0.08,0.09,204,184,0.47,0.04,0.23,0.17,0.04,0.02,0.03,0.0,normal,Normal,13
63,tcp,other,SF,20198,48134,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,73,116,0.02,0.04,0.0,0.03,0.81,0.06,0.22,196,59,0.25,0.1,0.71,0.05,0.03,0.02,0.03,0.01,normal,Normal,12
15,udp,pop3,SF,20339,5317,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,35,27,0.0,0.04,0.03,0.04,1.0,0.16,0.27,142,7,0.78,0.06,0.69,0.14,0.01,0.01,0.02,0.03,normal,Normal,19
